Date,Open,High,Low,Close,Adj Close,Volume
1997-07-31,1191.651001,1223.071045,1116.147949,1221.063965,1221.063965,0
1997-08-31,1224.177002,1264.489014,1025.130005,1097.383057,1097.383057,0
1997-09-30,1100.699951,1241.833008,1087.017944,1180.392944,1180.392944,0
1997-10-31,1181.161987,1213.228027,1114.137939,1139.628052,1139.628052,0
1997-11-30,1137.588013,1198.973999,1119.201050,1194.102051,1194.102051,0
1997-12-31,1200.947998,1250.005005,1110.087036,1222.912964,1222.912964,0
1998-01-31,1257.994995,1262.623047,1189.512939,1206.530029,1206.530029,0
1998-02-28,1196.741943,1252.241943,1175.553955,1243.015991,1243.015991,0
1998-03-31,1243.373047,1343.459961,1240.057983,1343.447998,1343.447998,0
1998-04-30,1353.056030,1411.347046,1324.723999,1411.208984,1411.208984,0
1998-05-31,1418.354004,1422.979004,1323.527954,1339.202026,1339.202026,0
1998-06-30,1363.265015,1367.146973,1278.301025,1316.918945,1316.918945,0
1998-07-31,1315.135010,1315.469971,1043.021973,1150.223022,1150.223022,0
1998-08-31,1142.500000,1264.397949,1123.635010,1242.895996,1242.895996,0
1998-09-30,1245.737061,1263.713013,1191.557007,1217.316040,1217.316040,0
1998-10-31,1217.338013,1300.151978,1210.845947,1247.416992,1247.416992,0
1998-11-30,1249.006958,1251.868042,1125.558960,1146.699951,1146.699951,0
1998-12-31,1144.887939,1174.427002,1104.500977,1134.672974,1134.672974,0
1999-01-31,1131.651001,1131.660034,1064.173950,1090.087036,1090.087036,0
1999-02-28,1092.145020,1177.340942,1084.156006,1158.053955,1158.053955,0
1999-03-31,1158.681030,1210.099976,1087.793945,1120.927002,1120.927002,0
1999-04-30,1120.907959,1303.479980,1047.833008,1279.326050,1279.326050,0
1999-05-31,1283.300049,1756.183960,1259.008057,1689.427979,1689.427979,0
1999-06-30,1678.838013,1678.838013,1471.509033,1601.458984,1601.458984,0
1999-07-31,1607.062012,1658.689941,1546.837036,1627.115967,1627.115967,0
