Date,Open,High,Low,Close,Adj Close,Volume
1984-01-31,10201.000000,10201.000000,9830.000000,10031.000000,10031.000000,0
1984-02-29,9920.000000,10929.000000,9920.000000,10929.000000,10929.000000,0
1984-03-31,11050.000000,11050.000000,10762.000000,10981.000000,10981.000000,0
1984-04-30,11013.000000,11159.000000,9940.000000,9940.000000,9940.000000,0
1984-05-31,9913.000000,10378.000000,9913.000000,10378.000000,10378.000000,0
1984-06-30,10411.000000,10462.000000,9703.000000,9999.000000,9999.000000,0
1984-07-31,9948.000000,10586.000000,9948.000000,10584.000000,10584.000000,0
1984-08-31,10630.000000,10649.000000,10458.000000,10649.000000,10649.000000,0
1984-09-30,10654.000000,11253.000000,10540.000000,11253.000000,11253.000000,0
1984-10-31,11170.000000,11429.000000,11163.000000,11429.000000,11429.000000,0
1984-11-30,11514.000000,11560.000000,11251.000000,11543.000000,11543.000000,0
1984-12-31,11543.000000,11993.000000,11543.000000,11993.000000,11993.000000,0
1985-01-31,11947.000000,12322.000000,11823.000000,12322.000000,12322.000000,0
1985-02-28,12412.000000,12604.000000,12264.000000,12590.000000,12590.000000,0
1985-03-31,12677.000000,12683.000000,12053.000000,12426.000000,12426.000000,0
1985-04-30,12457.000000,12790.000000,12358.000000,12790.000000,12790.000000,0
1985-05-31,12473.000000,12911.000000,12473.000000,12882.000000,12882.000000,0
1985-06-30,12919.000000,13030.000000,12263.000000,12263.000000,12263.000000,0
1985-07-31,12538.000000,12734.000000,12327.000000,12713.000000,12713.000000,0
1985-08-31,12531.000000,12756.000000,12454.000000,12700.000000,12700.000000,0
1985-09-30,12685.000000,13056.000000,12685.000000,12939.000000,12939.000000,0
1985-10-31,12808.000000,12882.000000,12590.000000,12763.000000,12763.000000,0
1985-11-30,12797.000000,13129.000000,12775.000000,13083.000000,13083.000000,0
1985-12-31,13054.000000,13056.000000,12882.000000,13024.000000,13024.000000,0
1986-01-31,13087.000000,13642.000000,13087.000000,13641.000000,13641.000000,0
1986-02-28,13768.000000,15860.000000,13768.000000,15860.000000,15860.000000,0
1986-03-31,15746.000000,15827.000000,15014.000000,15826.000000,15826.000000,0
1986-04-30,15783.000000,16739.000000,15690.000000,16739.000000,16739.000000,0
1986-05-31,16739.000000,17654.000000,16670.000000,17654.000000,17654.000000,0
1986-06-30,17623.000000,18051.000000,17470.000000,17510.000000,17510.000000,0
1986-07-31,17322.000000,18951.000000,17263.000000,18821.000000,18821.000000,0
1986-08-31,18821.000000,18821.000000,17327.000000,17853.000000,17853.000000,0
1986-09-30,17854.000000,17974.000000,15624.000000,16911.000000,16911.000000,0
1986-10-31,16902.000000,18326.000000,16700.000000,18326.000000,18326.000000,0
1986-11-30,18339.000000,18989.000000,18132.000000,18701.000000,18701.000000,0
1986-12-31,18703.000000,20051.000000,18526.000000,20024.000000,20024.000000,0
1987-01-31,20041.000000,20767.000000,19457.000000,20767.000000,20767.000000,0
1987-02-28,20771.000000,22218.000000,20771.000000,21567.000000,21567.000000,0
1987-03-31,21576.000000,24256.000000,21576.000000,23275.000000,23275.000000,0
1987-04-30,23294.000000,24902.000000,23294.000000,24902.000000,24902.000000,0
1987-05-31,24905.000000,26000.000000,23898.000000,24176.000000,24176.000000,0
1987-06-30,24174.000000,24861.000000,22401.000000,24488.000000,24488.000000,0
1987-07-31,24492.000000,26160.000000,24142.000000,26029.000000,26029.000000,0
1987-08-31,26041.000000,26178.000000,24744.000000,26011.000000,26011.000000,0
1987-09-30,26014.000000,26647.000000,21616.000000,23329.000000,23329.000000,0
1987-10-31,23323.000000,23359.000000,20514.000000,22687.000000,22687.000000,0
1987-11-30,22662.000000,23281.000000,20937.000000,21564.000000,21564.000000,0
1987-12-31,21551.000000,23746.000000,21148.000000,23719.000000,23719.000000,0
1988-01-31,23726.000000,25289.000000,23578.000000,25243.000000,25243.000000,0
1988-02-29,25256.000000,26377.000000,25256.000000,26260.000000,26260.000000,0
1988-03-31,26276.000000,27510.000000,26064.000000,27510.000000,27510.000000,0
