Date,Open,High,Low,Close,Adj Close,Volume
1986-12-31,900.820007,902.320007,838.599976,859.080017,859.080017,0
1987-01-31,849.030029,849.030029,833.030029,840.969971,840.969971,0
1987-02-28,842.700012,882.890015,836.219971,869.440002,869.440002,0
1987-03-31,883.950012,900.789978,871.690002,881.460022,881.460022,0
1987-04-30,883.320007,887.340027,854.020020,866.409973,866.409973,0
1987-05-31,872.520020,915.580017,860.799988,905.299988,905.299988,0
1987-06-30,894.320007,957.799988,894.320007,955.830017,955.830017,0
1987-07-31,959.679993,963.119995,940.090027,951.059998,951.059998,0
1987-08-31,953.630005,953.630005,919.469971,930.710022,930.710022,0
1987-09-30,938.200012,949.419983,691.309998,730.750000,730.750000,0
1987-10-31,725.429993,725.429993,615.900024,658.030029,658.030029,0
1987-11-30,654.900024,672.739990,634.130005,648.130005,648.130005,0
1987-12-31,648.320007,674.719971,633.299988,635.950012,635.950012,0
1988-01-31,639.489990,712.169983,638.989990,708.880005,708.880005,0
1988-02-29,715.830017,743.450012,700.500000,701.559998,701.559998,0
1988-03-31,701.369995,731.260010,696.840027,710.549988,710.549988,0
1988-04-30,709.880005,711.119995,678.989990,711.119995,711.119995,0
1988-05-31,724.440002,763.669983,724.440002,760.539978,760.539978,0
1988-06-30,769.630005,787.969971,765.030029,780.030029,780.030029,0
1988-07-31,786.650024,790.719971,757.409973,761.630005,761.630005,0
1988-08-31,757.919983,809.030029,755.500000,809.030029,809.030029,0
1988-09-30,809.229980,846.500000,809.229980,837.840027,837.840027,0
1988-10-31,842.830017,842.830017,819.299988,828.320007,828.320007,0
1988-11-30,828.109985,861.359985,823.659973,861.359985,861.359985,0
1988-12-31,866.039978,892.570007,866.039978,880.789978,880.789978,0
1989-01-31,875.469971,891.809998,845.090027,852.859985,852.859985,0
1989-02-28,859.830017,883.820007,853.380005,883.820007,883.820007,0
1989-03-31,891.109985,911.969971,889.880005,901.710022,901.710022,0
1989-04-30,900.640015,923.419983,890.489990,923.419983,923.419983,0
1989-05-31,924.650024,966.260010,924.650024,953.510010,953.510010,0
1989-06-30,958.479980,997.909973,955.979980,997.909973,997.909973,0
1989-07-31,1006.380005,1038.099976,1004.650024,1038.099976,1038.099976,0
1989-08-31,1040.880005,1058.949951,1032.569946,1032.569946,1032.569946,0
1989-09-30,1027.479980,1055.469971,959.030029,970.429993,970.429993,0
1989-10-31,972.429993,1023.520020,947.369995,1023.520020,1023.520020,0
1989-11-30,1034.119995,1098.489990,1034.119995,1098.489990,1098.489990,0
1989-12-31,1098.489990,1113.020020,1048.739990,1069.920044,1069.920044,0
1990-01-31,1081.449951,1111.719971,1031.270020,1048.910034,1048.910034,0
1990-02-28,1039.540039,1115.390015,1039.540039,1115.390015,1115.390015,0
1990-03-31,1102.630005,1133.430054,1087.939941,1087.939941,1087.939941,0
1990-04-30,1088.040039,1128.430054,1088.040039,1116.829956,1116.829956,0
1990-05-31,1116.170044,1123.849976,1084.239990,1120.329956,1120.329956,0
1990-06-30,1124.079956,1136.180054,1100.560059,1116.479980,1116.479980,0
1990-07-31,1108.959961,1108.959961,903.539978,962.150024,962.150024,0
1990-08-31,958.140015,958.140015,845.960022,845.960022,845.960022,0
1990-09-30,875.400024,925.330017,866.260010,889.570007,889.570007,0
1990-10-31,884.619995,889.890015,857.619995,872.809998,872.809998,0
1990-11-30,891.099976,911.650024,858.719971,858.719971,858.719971,0
1990-12-31,858.719971,871.770020,818.500000,871.770020,871.770020,0
