Date,Open,High,Low,Close,Adj Close,Volume
1990-03-31,1951.000000,2141.000000,1937.000000,2046.000000,2046.000000,0
1990-04-30,2056.000000,2141.000000,2048.000000,2107.000000,2107.000000,0
1990-05-31,2102.000000,2102.000000,1972.000000,2035.000000,2035.000000,0
1990-06-30,2025.000000,2046.000000,1945.000000,1965.000000,1965.000000,0
1990-07-31,1959.000000,1966.000000,1507.000000,1690.000000,1690.000000,0
1990-08-31,1668.000000,1687.000000,1472.000000,1499.000000,1499.000000,0
1990-09-30,1515.000000,1682.000000,1511.000000,1645.000000,1645.000000,0
1990-10-31,1630.000000,1654.000000,1549.000000,1605.000000,1605.000000,0
1990-11-30,1628.000000,1709.000000,1498.000000,1509.000000,1509.000000,0
1990-12-31,1504.000000,1600.000000,1425.000000,1580.000000,1580.000000,0
1991-01-31,1577.000000,1762.000000,1565.000000,1760.000000,1760.000000,0
1991-02-28,1746.000000,1855.000000,1726.000000,1816.000000,1816.000000,0
1991-03-31,1815.000000,1859.000000,1762.000000,1779.000000,1779.000000,0
1991-04-30,1793.000000,1864.400024,1785.500000,1861.800049,1861.800049,0
1991-05-31,1864.500000,1877.900024,1734.500000,1747.599976,1747.599976,0
1991-06-30,1767.699951,1785.800049,1697.099976,1754.699951,1754.699951,0
1991-07-31,1762.099976,1867.599976,1663.300049,1864.300049,1864.300049,0
1991-08-31,1859.900024,1897.300049,1838.000000,1880.599976,1880.599976,0
1991-09-30,1888.000000,1892.400024,1825.599976,1856.699951,1856.699951,0
1991-10-31,1854.699951,1872.400024,1731.500000,1739.699951,1739.699951,0
1991-11-30,1720.099976,1787.699951,1610.199951,1765.699951,1765.699951,0
1991-12-31,1755.300049,1895.800049,1746.599976,1875.300049,1875.300049,0
1992-01-31,1869.099976,2004.199951,1840.300049,1983.400024,1983.400024,0
1992-02-29,1974.800049,1997.599976,1877.500000,1942.400024,1942.400024,0
1992-03-31,1933.400024,2042.500000,1899.900024,2031.099976,2031.099976,0
1992-04-30,2023.699951,2080.800049,1995.199951,2033.300049,2033.300049,0
1992-05-31,2027.900024,2035.699951,1880.500000,1900.599976,1900.599976,0
1992-06-30,1893.000000,1900.599976,1715.400024,1754.699951,1754.699951,0
1992-07-31,1755.500000,1810.400024,1640.900024,1684.900024,1684.900024,0
1992-08-31,1680.300049,1893.599976,1659.800049,1736.699951,1736.699951,0
1992-09-30,1758.400024,1785.400024,1577.699951,1742.400024,1742.400024,0
1992-10-31,1770.099976,1831.199951,1660.400024,1771.400024,1771.400024,0
1992-11-30,1771.900024,1874.199951,1707.099976,1857.800049,1857.800049,0
1992-12-31,1834.500000,1870.400024,1755.900024,1772.199951,1772.199951,0
1993-01-31,1766.300049,1987.000000,1766.300049,1983.699951,1983.699951,0
1993-02-28,2005.199951,2050.100098,1927.199951,2031.400024,2031.400024,0
1993-03-31,2023.199951,2027.000000,1899.199951,1939.000000,1939.000000,0
1993-04-30,1925.300049,1943.099976,1821.300049,1888.699951,1888.699951,0
1993-05-31,1870.800049,1994.300049,1853.300049,1971.900024,1971.900024,0
1993-06-30,1982.699951,2099.100098,1909.800049,2085.899902,2085.899902,0
1993-07-31,2131.199951,2222.899902,2085.800049,2216.500000,2216.500000,0
1993-08-31,2205.100098,2207.600098,2052.000000,2114.600098,2114.600098,0
1993-09-30,2114.399902,2240.199951,2102.800049,2182.000000,2182.000000,0
1993-10-31,2174.300049,2191.800049,2056.899902,2110.100098,2110.100098,0
1993-11-30,2118.600098,2289.500000,2112.600098,2268.199951,2268.199951,0
1993-12-31,2263.000000,2349.199951,2217.800049,2334.399902,2334.399902,0
1994-01-31,2339.100098,2361.000000,2178.199951,2238.100098,2238.100098,0
1994-02-28,2241.699951,2260.600098,2069.399902,2081.899902,2081.899902,0
1994-03-31,2067.800049,2188.600098,2057.199951,2166.000000,2166.000000,0
1994-04-30,2178.100098,2217.699951,2013.599976,2029.900024,2029.900024,0
1994-05-31,2043.400024,2060.399902,1856.300049,1892.000000,1892.000000,0
1994-06-30,1899.300049,2092.699951,1854.800049,2075.000000,2075.000000,0
1994-07-31,2077.199951,2125.500000,1962.400024,2069.100098,2069.100098,0
1994-08-31,2064.800049,2064.800049,1856.500000,1879.300049,1879.300049,0
1994-09-30,1865.300049,1959.500000,1796.800049,1905.699951,1905.699951,0
1994-10-31,1880.400024,1978.000000,1867.500000,1975.900024,1975.900024,0
1994-11-30,1976.199951,2003.199951,1873.099976,1881.199951,1881.199951,0
1994-12-31,1883.400024,1909.800049,1764.400024,1797.900024,1797.900024,0
1995-01-31,1811.099976,1887.800049,1769.699951,1776.900024,1776.900024,0
1995-02-28,1786.800049,1899.500000,1711.800049,1859.500000,1859.500000,0
1995-03-31,1847.800049,1962.900024,1838.599976,1918.500000,1918.500000,0
1995-04-30,1912.900024,2025.199951,1912.900024,1948.000000,1948.000000,0
1995-05-31,1963.400024,1983.599976,1850.699951,1858.800049,1858.800049,0
1995-06-30,1858.699951,1972.599976,1856.500000,1920.000000,1920.000000,0
1995-07-31,1929.699951,1989.400024,1873.000000,1883.400024,1883.400024,0
1995-08-31,1885.699951,1911.400024,1747.500000,1788.400024,1788.400024,0
1995-09-30,1788.300049,1830.500000,1713.300049,1814.000000,1814.000000,0
1995-10-31,1835.099976,1910.000000,1805.599976,1828.300049,1828.300049,0
1995-11-30,1828.400024,1896.000000,1766.599976,1872.000000,1872.000000,0
1995-12-31,1873.400024,2021.000000,1873.099976,2021.000000,2021.000000,0
1996-01-31,2021.099976,2032.400024,1914.000000,1990.800049,1990.800049,0
1996-02-29,2004.500000,2048.199951,1919.099976,2044.800049,2044.800049,0
1996-03-31,2059.399902,2151.600098,2041.099976,2146.800049,2146.800049,0
1996-04-30,2154.899902,2164.199951,2074.600098,2110.100098,2110.100098,0
1996-05-31,2105.399902,2147.500000,2073.100098,2123.699951,2123.699951,0
1996-06-30,2110.899902,2131.000000,1939.599976,1995.900024,1995.900024,0
1996-07-31,2003.000000,2031.500000,1962.400024,1970.599976,1970.599976,0
1996-08-31,1972.699951,2133.100098,1949.699951,2132.800049,2132.800049,0
1996-09-30,2131.500000,2190.800049,2116.800049,2140.500000,2140.500000,0
1996-10-31,2121.600098,2327.800049,2121.600098,2315.699951,2315.699951,0
1996-11-30,2308.000000,2358.699951,2171.600098,2315.699951,2315.699951,0
1996-12-31,2305.899902,2521.899902,2251.500000,2516.600098,2516.600098,0
1997-01-31,2519.699951,2658.600098,2498.800049,2607.800049,2607.800049,0
1997-02-28,2616.899902,2736.699951,2541.500000,2656.699951,2656.699951,0
1997-03-31,2585.100098,2644.800049,2487.800049,2639.500000,2639.500000,0
1997-04-30,2646.100098,2804.500000,2536.100098,2583.899902,2583.899902,0
1997-05-31,2512.600098,2903.199951,2498.800049,2858.300049,2858.300049,0
1997-06-30,2866.100098,3107.300049,2830.699951,3075.699951,3075.699951,0
1997-07-31,3097.199951,3097.199951,2764.100098,2770.500000,2770.500000,0
1997-08-31,2796.399902,3027.899902,2781.399902,3008.300049,3008.300049,0
1997-09-30,2999.100098,3114.000000,2475.000000,2739.300049,2739.300049,0
1997-10-31,2746.000000,2876.300049,2649.500000,2854.399902,2854.399902,0
1997-11-30,2878.399902,3007.300049,2815.699951,2998.899902,2998.899902,0
1997-12-31,3012.000000,3174.000000,2809.699951,3172.100098,3172.100098,0
1998-01-31,3206.300049,3431.500000,3147.800049,3421.899902,3421.899902,0
1998-02-28,3420.800049,3886.100098,3329.399902,3875.300049,3875.300049,0
1998-03-31,3885.300049,3992.199951,3667.000000,3880.919922,3880.919922,0
1998-04-30,3948.469971,4146.790039,3900.169922,4041.159912,4041.159912,0
1998-05-31,4061.939941,4263.609863,3947.939941,4203.450195,4203.450195,0
1998-06-30,4260.740234,4404.939941,4094.889893,4177.310059,4177.310059,0
1998-07-31,4091.620117,4159.700195,3584.260010,3765.229980,3765.229980,0
1998-08-31,3563.510010,3822.909912,3185.510010,3197.949951,3197.949951,0
1998-09-30,3129.340088,3560.030029,2881.209961,3522.929932,3522.929932,0
1998-10-31,3552.449951,3983.290039,3502.760010,3843.379883,3843.379883,0
1998-11-30,3756.979980,3942.659912,3584.419922,3942.659912,3942.659912,0
1998-12-31,4030.439941,4320.520020,3845.770020,4251.799805,4251.799805,0
1999-01-31,4310.689941,4354.290039,3954.560059,4092.939941,4092.939941,0
1999-02-28,4096.270020,4262.319824,3986.580078,4197.879883,4197.879883,0
1999-03-31,4154.750000,4432.589844,4150.790039,4405.350098,4405.350098,0
1999-04-30,4413.720215,4483.939941,4243.220215,4351.290039,4351.290039,0
1999-05-31,4323.080078,4587.970215,4282.790039,4536.609863,4536.609863,0
1999-06-30,4608.580078,4702.620117,4291.939941,4382.060059,4382.060059,0
1999-07-31,4321.180176,4671.279785,4197.379883,4589.220215,4589.220215,0
1999-08-31,4606.799805,4773.819824,4499.870117,4591.419922,4591.419922,0
1999-09-30,4588.799805,4903.430176,4452.930176,4888.620117,4888.620117,0
1999-10-31,4872.879883,5443.229980,4831.819824,5341.620117,5341.620117,0
1999-11-30,5315.750000,5979.540039,5312.890137,5958.319824,5958.319824,0
1999-12-31,6024.379883,6102.120117,5388.850098,5659.810059,5659.810059,0
2000-01-31,5700.870117,6396.970215,5700.870117,6190.959961,6190.959961,0
2000-02-29,6272.129883,6590.350098,6144.069824,6286.049805,6286.049805,0
2000-03-31,6382.279785,6461.520020,5752.439941,6419.720215,6419.720215,0
2000-04-30,6489.040039,6591.439941,6003.899902,6426.259766,6426.259766,0
2000-05-31,6428.459961,6780.660156,6391.640137,6446.540039,6446.540039,0
2000-06-30,6462.029785,6631.479980,6374.520020,6542.490234,6542.490234,0
2000-07-31,6524.669922,6712.299805,6354.930176,6625.419922,6625.419922,0
2000-08-31,6648.640137,6944.770020,6085.399902,6266.629883,6266.629883,0
2000-09-30,6150.490234,6434.500000,5828.140137,6397.660156,6397.660156,0
2000-10-31,6434.899902,6459.500000,5893.540039,5928.080078,5928.080078,0
2000-11-30,5942.359863,6126.410156,5673.870117,5926.419922,5926.419922,0
2000-12-31,5956.149902,5999.180176,5603.919922,5998.490234,5998.490234,0
2001-01-31,5936.310059,5970.299805,5302.790039,5367.479980,5367.479980,0
2001-02-28,5334.229980,5507.259766,4804.399902,5180.450195,5180.450195,0
2001-03-31,5218.479980,5653.140137,4872.919922,5640.029785,5640.029785,0
2001-04-30,5661.080078,5728.520020,5378.359863,5454.189941,5454.189941,0
2001-05-31,5453.290039,5546.600098,4967.609863,5225.330078,5225.330078,0
2001-06-30,5215.750000,5299.899902,4773.169922,5085.509766,5085.509766,0
2001-07-31,5073.750000,5204.200195,4668.189941,4689.339844,4689.339844,0
2001-08-31,4712.089844,4712.089844,3463.070068,4079.020020,4079.020020,0
2001-09-30,4097.220215,4546.419922,3914.389893,4341.290039,4341.290039,0
2001-10-31,4325.189941,4686.620117,4276.609863,4476.060059,4476.060059,0
2001-11-30,4439.549805,4735.209961,4328.770020,4624.580078,4624.580078,0
2001-12-31,4617.950195,4720.040039,4385.569824,4461.870117,4461.870117,0
2002-01-31,4483.899902,4499.680176,4210.299805,4462.990234,4462.990234,0
2002-02-28,4442.399902,4696.180176,4436.939941,4688.020020,4688.020020,0
2002-03-31,4673.029785,4688.160156,4390.979980,4462.740234,4462.740234,0
2002-04-30,4474.629883,4497.459961,4239.720215,4274.640137,4274.640137,0
2002-05-31,4247.580078,4294.500000,3561.239990,3897.989990,3897.989990,0
2002-06-30,3886.120117,3973.929932,2898.600098,3415.379883,3415.379883,0
2002-07-31,3426.939941,3601.409912,3013.800049,3366.209961,3366.209961,0
2002-08-31,3345.639893,3402.300049,2666.040039,2777.449951,2777.449951,0
2002-09-30,2789.689941,3236.149902,2612.030029,3150.040039,3150.040039,0
2002-10-31,3125.199951,3360.290039,2979.429932,3326.649902,3326.649902,0
2002-11-30,3327.070068,3393.040039,2984.020020,3063.909912,3063.909912,0
